title,author,journal,volume,number,pages,year,cite_id,cites
"Tribology of ZrN, CrN and TiAlN thin films deposited by reactive magnetron sputtering","A Ruden, JM Gonzalez, JS Restrepo, MF Cano, F Sequeda",Dyna,80,(178),95-100,2013,17566800515076707155,9
Improved synthesis of 4-phenylphenalenones: the case of isoanigorufone and structural analogs,"M Cano, C Rojas, W Hidalgo, J Sáez, J Gil, B Schneider, F Otálvaro",Tetrahedron Letters,54,(4),351-354,2013,13380231707329475424,9
On the energy of digraphs,"S Pirzada, MA Bhat, I Gutman, J Rada",Bull. IMVI,3,,69-76,2013,13059026201114216327,9
Influence of Pr and Ce in dry methane reforming catalysts produced from La1− xAxNiO3− δ perovskites,"G Sierra, J Gallego, C Batiot-Dupeyrat, J Barrault, F Mondragon",Appl Catal A Gen,369,(1–2),97-103,2009,14631885641967032462,9
Bacteriophages as promising agents for the biological control of moko disease (Ralstonia solanacearum) of banana,"M Ramírez, BW Neuman, CA Ramírez",Biological Control,149,,104238,2020,9504066362992623063,8
Ecoacoustics in the rain: understanding acoustic indices under the most common geophonic source in tropical rainforests,"C Sánchez‐Giraldo, CL Bedoya, RA Morán‐Vásquez, CV Isaza, JM Daza",Remote Sensing in Ecology and Conservation,6,(3),248-261,2020,16223772926770751519,8
Multi-component scalar dark matter from a ZN symmetry: a systematic analysis,"CE Yaguna, O Zapata",Journal of High Energy Physics,2020,(3),1-33,2020,10191125543390521915,8
Dirac neutrino mass generation from a Majorana messenger,"J Calle, D Restrepo, Ó Zapata",Physical Review D,101,(3),035004,2020,5671452052826898641,8
"On chemical trees that maximize atom-bond connectivity index, its exponential version, and minimize exponential geometricarithmetic index","R Cruz, J Monsalve, J Rada",MATCH Commun. Math. Comput. Chem,84,,691-718,2020,164627495716841609,8
Dissection of the Mechanism of the Wittig Reaction,"P Farfán, S Gómez, A Restrepo",The Journal of organic chemistry,84,(22),14644-14658,2019,12807516199772292008,8
On the origins of stereoselectivity in the Wittig reaction,"P Farfán, S Gómez, A Restrepo",Chemical Physics Letters,728,,153-155,2019,1034163705848506085,8
Extremal values of energy over oriented bicyclic graphs,"J Monsalve, J Rada, Y Shi",Applied Mathematics and Computation,342,,26-34,2019,3000900907108973365,8
Iridescent colouration of male Anna’s hummingbird (Calypte anna) caused by multilayered barbules,"MA Giraldo, JL Parra, DG Stavenga",Journal of Comparative Physiology A,204,(12),965-975,2018,9769868487368249315,8
A new species of Leucostethus (Anura: Dendrobatidae) from the eastern versant of the Central Cordillera of Colombia and the phylogenetic status of Colostethus fraterdanieli.,"CM Marin, C Molina-Zuluaga, A Restrepo, E Cano, JM Daza",Zootaxa,4461,(3),359-380,2018,5056237746531880810,8
Synthesis and antiproliferative activity of 3-and 7-styrylcoumarins,"A Herrera-R, W Castrillón, E Otero, E Ruiz, M Carda, R Agut, T Naranjo, ...",Medicinal Chemistry Research,27,(8),1893-1905,2018,15954256986276697397,8
Growth and mortality of mangrove seedlings in the wettest Neotropical mangrove forests during ENSO: implications for vulnerability to climate change,"JM Riascos, JR Cantera, JF Blanco-Libreros",Aquatic Botany,147,,34-42,2018,107916137621116727,8
Theoretical study of phosphorene multilayers: optical properties and small organic molecule physisorption,"DA Ospina, CA Duque, ME Mora-Ramos, JD Correa",Journal of materials science,53,(7),5103-5113,2018,2401436264168897128,8
NADH oxidation onto different carbon-based sensors: Effect of structure and surface-oxygenated Groups,"L Blandón-Naranjo, J Hoyos-Arbeláez, MV Vázquez, F Della Pelle, ...",Journal of Sensors,2018,,,2018,6230839791648925898,8
"Interaction of 3′, 4′, 6′-trimyristoyl-uridine derivative as potential anticancer drug with phospholipids of tumorigenic and non-tumorigenic cells","LFG Salis, GN Jaroque, JFB Escobar, C Giordani, AM Martinez, ...",Applied Surface Science,426,,77-86,2017,17928847951657643945,8
The electronic and optical properties of the sulvanite compounds: a many-body perturbation and time-dependent density functional theory study,"WF Espinosa-García, S Pérez-Walton, JM Osorio-Guillén, CM Araujo",Journal of Physics: Condensed Matter,30,(3),035502,2017,9093748121182708010,8
"Effects of Temperature on Sex Determination and Embryonic Development in the Red-footed Tortoise, Chelonoidis carbonarius","V Hernández-Montoya, VP Páez, CP Ceballos",Chelonian Conservation and Biology,16,(2),164-171,2017,4080262110582158179,8
Multiferroic properties of the Y2BiFe5O12 garnet,"A Durán, C Ostos, O Arnache, JM Siqueiros, M García-Guaderrama",Journal of Applied Physics,122,(13),134101,2017,5670244277437245758,8
"Aedes albopictus (Skuse, 1894) infected with the American-Asian genotype of dengue type 2 virus in Medellín suggests its possible role as vector of dengue fever in Colombia","A Gómez-Palacio, J Suaza-Vasco, S Castaño, O Triana, S Uribe",Biomédica,37,,135-142,2017,17039426550273462107,8
Vigilancia virológica de Aedes (Stegomyia) aegypti y Aedes (Stegomyia) albopictus como apoyo para la adopción de decisiones en el control del dengue en Medellín,"J Pérez-Pérez, WH Sanabria, C Restrepo, R Rojo, E Henao, O Triana, ...",Biomédica,37,,155-166,2017,9341353271044866548,8
The taxonomic and phylogenetic status of some poorly known Anolis species from the Andes of Colombia with the description of a nomen nudum taxon,"FA Grisales-Martinez, JA Velasco, W Bolivar, EE Williams, JM Daza",Zootaxa,4303,(2),213-230,2017,10342531564453945908,8
Actividad antimicrobiana de péptidos catiónicos diseñados a partir de un péptido neutro,"JF Oñate-Garzón, M Manrique-Moreno, E Patiño González",Acta Biológica Colombiana,22,(2),157-164,2017,8209725731988974032,8
Solution of a time fractional inverse advection-dispersion problem by discrete mollification,"C Mejía, A Piedrahita H",Revista Colombiana de Matemáticas,51,(1),83-102,2017,13913719729509780713,8
Synthesis of silver nanoparticles (AgNPs) with antibacterial activity,"EC Gloria, V Ederley, M Gladis, H César, O Jaime, A Oscar, IU José, ...",Journal of Physics: Conference Series,850,(1),012023,2017,17263180406397350625,8
Magnetic atomistic modelling and simulation of nanocrystalline thin films,"JD Agudelo-Giraldo, HH Ortiz-Álvarez, J Restrepo, E Restrepo-Parra",Superlattices and Microstructures,105,,90-98,2017,11806199467635106382,8
Synthesis of Positional Isomeric Phenylphenalenones,"F Ospina, A Ramirez, M Cano, W Hidalgo, B Schneider, F Otálvaro",The Journal of organic chemistry,82,(7),3873-3879,2017,13611189915219546419,8
Structure-activity relationships on the study of β-galactosidase folding/unfolding due to interactions with immobilization additives: Triton X-100 and ethanol,"D Soto, S Escobar, F Guzmán, C Cárdenas, C Bernal, M Mesa",International journal of biological macromolecules,96,,87-92,2017,7693448067491346767,8
"Intra-puparial development of Lucilia eximia (Diptera, Calliphoridae)","Y Ramos-Pastrana, CA Londoño, M Wolff",Acta Amazonica,47,(1),63-70,2017,8718032192636362393,8
"Fatty acid derivative, chemokine, and cytokine profiles in exhaled breath condensates can differentiate adult and children paucibacillary tuberculosis patients","SF Mosquera-Restrepo, AC Caro, LF García, CA Peláez-Jaramillo, ...",Journal of breath research,11,(1),016003,2017,15608335635130072126,8
"Acetylene adsorption on δ-MoC (001), TiC (001) and ZrC (001) surfaces: a comprehensive periodic DFT study","C Jimenez-Orozco, E Florez, A Moreno, P Liu, JA Rodriguez",Physical Chemistry Chemical Physics,19,(2),1571-1579,2017,6736045358967987027,8
Unique wing scale photonics of male Rajah Brooke’s birdwing butterflies,"BD Wilts, MA Giraldo, DG Stavenga",Frontiers in zoology,13,(1),1-12,2016,3441119310684486326,8
Spin-orbit evolution of the GJ 667C system: the effect of composition and other planets’ perturbations,"PA Cuartas-Restrepo, M Melita, JI Zuluaga, B Portilla-Revelo, ...",Monthly Notices of the Royal Astronomical Society,463,(2),1592-1604,2016,3362965598807049041,8
Reactivity and structural changes of coal during its combustion in a low-oxygen environment,"PN Alvarado, FJ Cadavid, A Santamaría, W Ruiz",Energy & Fuels,30,(11),9891-9899,2016,9462859839801274485,8
Emergence of competing magnetic interactions induced by Ge doping in the semiconductor ,"JC Alvarez-Quiceno, M Cabrera-Baez, RA Ribeiro, MA Avila, GM Dalpian, ...",Physical Review B,94,(1),014432,2016,14186598123587647114,8
Flat affine or projective geometries on Lie groups,"A Medina, O Saldarriaga, H Giraldo",Journal of Algebra,455,,183-208,2016,1113438244210615742,8
The electromagnetic response of a relativistic fermi gas at finite temperatures: Applications to condensed-matter systems,"E Reyes-Gómez, LE Oliveira, CAA de Carvalho",EPL (Europhysics Letters),114,(1),17009,2016,15591042099421835945,8
"Methyl-N-methylanthranilate, a pungent compound from Citrus reticulata Blanco leaves","E Correa, W Quiñones, F Echeverri",Pharmaceutical biology,54,(4),569-571,2016,7363437453268100698,8
Production and evaluation of the recombinant antigen TES-30 of Toxocara canis for the immunodiagnosis of toxocariasis,"AM Olave, JA Mesa, JH Botero, EB Patiño, GM García, JF Alzate",Biomédica,36,(1),39-51,2016,6142684470548944633,8
Synthesis of 8-Phenylphenalenones: 2-Hydroxy-8-(4-hydroxyphenyl)-1H-phenalen-1-one from Eichhornia crassipes,"F Ospina, W Hidalgo, M Cano, B Schneider, F Otálvaro",The Journal of organic chemistry,81,(3),1256-1262,2016,6970549331350072523,8
"Sonsón, un nuevo complejo de páramos en Colombia","F Alzate, J Jiménez-Montoya, H Sarrazola",Flora del Oriente Antioqueño. Biodiversidad,,,ecología y estrategias de …,2016,15929881291361634855,8
Multi-fractal analysis and lacunarity spectrum of the dark matter haloes in the SDSS-DR7,"CA Chacón-Cardona, RA Casas-Miranda, JC Muñoz-Cuartas",Chaos,,,,2016,13430321648947912357,8
Normal subdigroups and the isomorphism theorems for digroups,"F Ongay, R Velásquez",Algebra and discrete mathematics,,,262-283,2016,5579280239777723880,8
About possible THz modulator on the base of delta-doped QWs,"CA Duque, V Akimov, R Demediuk, V Belykh, A Tiutiunnyk, AL Morales, ...",Superlattices and Microstructures,87,,5-11,2015,6602340963946423016,8
Rapid microsatellite marker development in the endangered neotropical freshwater turtle Podocnemis lewyana (Testudines: Podocnemididae) using 454 sequencing,"A Restrepo, VP Páez, A Vásquez, JM Daza",Biochemical Systematics and Ecology,59,,220-225,2015,10441521008782624650,8
Monitoring accumulation of bioactive compounds in seeds and cell culture of Theobroma cacao at different stages of development,"LF Rojas, A Gallego, A Gil, J Londoño, L Atehortúa",In Vitro Cellular & Developmental Biology-Plant,51,(2),174-184,2015,2347096597179714954,8
Scaling limit of the radial Poissonian web,"G Valle, LR Fontes, L Valencia",Electronic Journal of Probability,20,,,2015,5256616337467007037,8
Measurement of area and volume in an authentic context: An alternative learning experience through mathematical modelling,"SMR Quiroz, SML Orrego, CMJ López",Mathematical modelling in education research and practice,,,229-240,2015,6053463345925407100,8
"Peces migratorios al interior de una central hidroeléctrica: caso Miel I, cuenca del río Magdalena (Caldas-Antioquia), Colombia","S López-Casas, LF Jiménez-Segura, CM Pérez-Gallego",Biota Colombiana,15,(2),,2014,11766528860360974598,8
"A new series of vectors for constitutive, inducible or repressible gene expression in Candida guilliermondii","TA Defosse, C Melin, EJO Montoya, A Lanoue, E Foureau, G Glévarec, ...",Journal of biotechnology,180,,37-42,2014,5419284737491204633,8
Absorption effects on plasmon polariton-gap solitons in Kerr/metamaterial superlattices,"E Reyes-Gómez, SB Cavalcanti, LE Oliveira",EPL (Europhysics Letters),106,(6),64001,2014,3432053933025750518,8
Kalanchoe daigremontiana Raym.-Hamet. & H. y su potencial uso como fuente de antioxidantes y colorantes naturales,"MA Puertas Mejía, J Tobón Gallego, V Arango",Revista Cubana de Plantas Medicinales,19,(1),61-68,2014,7460219347711108335,8
Uncertainty principle consequences at thermal equilibrium,"LA Pachón, JF Triana, D Zueco, P Brumer",arXiv preprint arXiv:1401.1418,1401,,,2014,10174467698602342031,8
FIMP realization of the scotogenic model J. Cosmol,"E Molinaro, CE Yaguna, O Zapata",Astropart. Phys,7,(015),1405.1259,2014,4500769109578051006,8
"First record of the polychaete Ficopomatus uschakovi (Pillai, 1960)(Annelida, Serpulidae) in the Colombian Caribbean, South America","C Arteaga-Flórez, V Fernández-Rodríguez, MH Londoño-Mesa",Zookeys,,,1,2014,12036996501499825142,8
GCD Property of the Generalized Star of David in the Generalized Hosoya Triangle.,"R Flórez, RA Higuita, L Junes",J. Integer Seq.,17,(3),14.3.6,2014,6888868851553520296,8
"Efecto de borde sobre la población del cangrejo azul Cardisoma guanhumi (Decapoda: Gecarcinidae) en el manglar de la bahía El Uno, golfo de Urabá (Colombia): una aproximación a …","A Arroyave-Rincón, V Amortegui-Torres, JF Blanco-Libreros, ...",Actualidades Biológicas,36,(100),,2014,17789486587406526168,8
Signature of bulk longitudinal plasmon-polaritons in the transmission/reflection spectra of one-dimensional metamaterial heterostructures,"E Reyes-Gómez, SB Cavalcanti, LE Oliveira",Superlattices and Microstructures,64,,590-600,2013,18093339319293004754,8
Magnetotransport properties in magnetic nanotubes studied using Monte Carlo simulations,"CD Salazar-Enriquez, E Restrepo-Parra, J Restrepo",Physica E: Low-dimensional Systems and Nanostructures,52,,86-91,2013,12087857490791358451,8
Application of a new sampling device for determination of volatile compounds released during heating olive and sunflower oil: sensory evaluation of those identified compounds,"I Ontanón, L Culleré, J Zapata, B Villanueva, V Ferreira, A Escudero",European Food Research and Technology,236,(6),1031-1040,2013,10009160356385422343,8
Exciton states in GaAs δ-doped systems under magnetic fields and hydrostatic pressure,"ME Mora-Ramos, CA Duque",Physica B: Condensed Matter,415,,72-76,2013,9529645549611820073,8
TRATAMIENTO DE AGUAS RESIDUALES PROVENIENTES DE LA INDUSTRIA,"REP Goyes, JM Uribe, RAT Palma",Revista Colombiana de materiales,,,93-108,2013,1738695558110250273,8
Gravitational dark matter production: primordial black holes and UV freeze-in,"N Bernal, Ó Zapata",Physics Letters B,815,,136129,2021,11273436724616450185,7
Formation of active chlorine species involving the higher oxide MOx+ 1 on active Ti/RuO2-IrO2 anodes: A DEMS analysis,"M Luna-Trujillo, R Palma-Goyes, J Vazquez-Arenas, A Manzo-Robledo",Journal of Electroanalytical Chemistry,878,,114661,2020,1571256017122864202,7
Investigating Potential Inhibitory Effect of Uncaria tomentosa (Cat’s Claw) against the Main Protease 3CLpro of SARS-CoV-2 by Molecular Modeling,"AF Yepes-Pérez, O Herrera-Calderon, JE Sánchez-Aparicio, ...",Evidence-Based Complementary and Alternative Medicine,2020,,,2020,3751944388751284719,7
Trees with maximum exponential Randić index,"R Cruz, J Monsalve, J Rada",Discrete Applied Mathematics,283,,634-643,2020,17768396034186071651,7
Thermo-Oxidative Decomposition Behaviors of Different Sources of n-C7 Asphaltenes under High-Pressure Conditions,"OE Medina, J Gallego, NN Nassar, SA Acevedo, FB Cortés, CA Franco",Energy & Fuels,34,(7),8740-8758,2020,3655869157869765186,7
